combat_weapons_projectiles	ExplosionFudge	0x017bc674	0x00bc4c9c
combat_weapons_projectiles	Explosive	0x017bcb24	0x00bc4d8c
combat_weapons_projectiles	FlareObject	0x017be514	0x00bc5484
combat_weapons_projectiles	HomingProjectile	0x017be6a4	0x00bc550c
combat_weapons_projectiles	HomingTarget	0x017be6f4	0x00bc5520
combat_weapons_projectiles	HomingWeapon	0x017be654	0x00bc54fc
combat_weapons_projectiles	Ignitor	0x017be2e4	0x00bc5400
combat_weapons_projectiles	InitialVelocity	0x017bc034	0x00bc4ad4
combat_weapons_projectiles	ProjectilePhysics	0x017bcbc4	0x00bc4dac
combat_weapons_projectiles	RuntimeAirstrikeAirplane	0x017bf234	0x00bc588c
combat_weapons_projectiles	RuntimeAirstrikeProjectile	0x017bf1e4	0x00bc5870
combat_weapons_projectiles	RuntimeAlternatingFire	0x017bece4	0x00bc571c
combat_weapons_projectiles	RuntimeExplosion	0x017bef64	0x00bc57d0
combat_weapons_projectiles	RuntimeFakeProjectile	0x017bedd4	0x00bc576c
combat_weapons_projectiles	RuntimeHomingProjectile	0x017bf734	0x00bc5a64
combat_weapons_projectiles	RuntimeHomingTarget	0x017bf784	0x00bc5a7c
combat_weapons_projectiles	RuntimeHomingWeapon	0x017bf6e4	0x00bc5a50
combat_weapons_projectiles	RuntimeIgnitor	0x017bf3c4	0x00bc594c
combat_weapons_projectiles	RuntimeLaserDesignator	0x017bf7d4	0x00bc5a90
combat_weapons_projectiles	RuntimeProjectile	0x017bed84	0x00bc5758
combat_weapons_projectiles	RuntimeProjectileThrown	0x017bee74	0x00bc5798
combat_weapons_projectiles	RuntimeVelocity	0x017bed34	0x00bc5748
combat_weapons_projectiles	RuntimeWeapon	0x017bec44	0x00bc56f4
combat_weapons_projectiles	RuntimeWeaponProjectile	0x017bec94	0x00bc5704
combat_weapons_projectiles	WeaponBarrel	0x017bc764	0x00bc4cd0
combat_weapons_projectiles	WeaponEffects	0x017bc6c4	0x00bc4cac
combat_weapons_projectiles	WeaponHint	0x017be384	0x00bc5414
combat_weapons_projectiles	WeaponProjectileBase	0x017bc7b4	0x00bc4ce0
combat_weapons_projectiles	WeaponRecoilVehicle	0x017bc714	0x00bc4cbc
combat_weapons_projectiles	WeaponScatter	0x017bc804	0x00bc4cf8
combat_weapons_projectiles	WeaponScope	0x017bcad4	0x00bc4d80
combat_weapons_projectiles	WeaponThrown	0x017bc9e4	0x00bc4d54
combat_weapons_projectiles	WeaponTrigger	0x017bca34	0x00bc4d64
combat_weapons_projectiles	WeaponUI	0x017bca84	0x00bc4d74
ai_perception_population	AiBehavior	0x017bd254	0x00bc4fe0
ai_perception_population	AiDriving	0x017bc944	0x00bc4d2c
ai_perception_population	AiHelicopter	0x017bc8f4	0x00bc4d1c
ai_perception_population	AiPatrol	0x017bc8a4	0x00bc4d10
ai_perception_population	AiSkill	0x017bc854	0x00bc4d08
ai_perception_population	AiUnUsable	0x017c0594	0x00bc5ec4
ai_perception_population	AiWaterZone	0x017bd6b4	0x00bc50bc
ai_perception_population	ChatterSet	0x017bd4d4	0x00bc502c
ai_perception_population	MeleeCombatant	0x017be1a4	0x00bc53a4
ai_perception_population	Perception	0x017bd2f4	0x00bc4fec
ai_perception_population	PopulationDensity	0x017bdb14	0x00bc51f4
ai_perception_population	PopulationDynamicRoad	0x017bdbb4	0x00bc5234
ai_perception_population	PopulationFlow	0x017bdc04	0x00bc525c
ai_perception_population	RtLivingWorld	0x017bfeb4	0x00bc5c7c
ai_perception_population	RtPopHint	0x017bfa54	0x00bc5b5c
ai_perception_population	RtPopMembership	0x017bfaa4	0x00bc5b68
ai_perception_population	RuntimeTravelGroup	0x017bf694	0x00bc5a3c
ai_perception_population	SkirmishSpawnList	0x017bd574	0x00bc5048
ai_perception_population	SkirmishZone	0x017bd524	0x00bc5038
ai_perception_population	SocialUse	0x017bd484	0x00bc5020
ai_perception_population	Squad	0x017bc994	0x00bb4a18
ai_perception_population	Stimulus	0x017bd344	0x00bc4ff8
ai_perception_population	StimulusModifier	0x017bd394	0x00bc5004
ai_perception_population	Suspect	0x017c05e4	0x00bc5ed0
